Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar,abbreviation,abbreviation_for_term,plural,plurality_of_term,misspelling,misspelling_for_term,initialism,initialism_for_term,synonym,synonym_for_term,attribute,property,process,matter,role,measure
26921,dimercaptotoluene,Noun,A chemical compound with the formula CH3C6H3(SH)2, chemistry,"1983, Warren K. Miller, Syntheses and structures of new molybdenum complexes with dithiobenzoate and dimercaptotoluene ligands. Structural comparisons in a series of dithiolate-bridged dimers of molybdenum(III), Inorganic Chemistry The reaction of [C5H5Mo(CO)3]2 with dimercaptotoluene also results in the formation of two new products.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
27111,dimethylsulfoniopropionate,Noun,A chemical compound produced especially by marine algae.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
27608,dinitrodiphenylamine,Noun,"A chemical compound obtained from the reaction of aniline, dinitrochlorobenzene, and soda ash, and used in producing hexanitrodiphenylamine.", chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
28258,diphenylcyanoarsine,Noun,"A chemical compound that forms colourless, garlic-smelling crystals and causes nausea and headaches, used as a weapon by the Germans during World War I.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
35735,disulfitopalladate,Noun,"A chemical compound containing palladium and two sulfite groups Pd ( SO 3 ) 2 {\displaystyle {\ce {Pd(SO3)2}}} , for example potassium disulfitopalladate K 2 Pd ( SO 3 ) 2 {\displaystyle {\ce {K2Pd(SO3)2}}} .", inorganic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
35985,dithiazanine iodide,Noun,A chemical compound used as a veterinary anthelmintic for dogs.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
37782,dodecacarbonate,Noun,A chemical compound containing twelve carbonate ions," chemistry, in combination",(CO3)12.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
37783,dodecachloride,Noun,A chemical compound containing twelve chloride ions or chlorine atoms," chemistry, in combination",Cl12,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
37817,dodecahydroxide,Noun,A chemical compound containing twelve hydroxide ions," chemistry, in combination",(OH)12,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
40622,doronenine,Noun,"A chemical compound, C18H25NO5.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
46179,drometrizole,Noun,A chemical compound used in sunscreen.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
17492,benzaldehyde,Noun,A chemical compound (C6H5CHO) consisting of a benzene ring with an aldehyde substituent.," organic chemistry, uncountable",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
17543,benzenebiphenylchromium,Noun,"A chemical compound, C18H16Cr.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
17779,benzothiazepine,Noun,Any chemical compound that is a derivative of thiazepine with one benzo ring.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
19483,betamipron,Noun,A chemical compound used with panipenem to inhibit panipenem uptake into the renal tubule and prevent nephrotoxicity.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
23269,binary compound,Noun,A chemical compound composed of only two elements., chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
24136,biocompound,Noun,Any chemical compound of biological origin,,"2016 March 2, Phenolic Compounds in Extra Virgin Olive Oil Stimulate Human Osteoblastic Cell Proliferation, in PLOS ONE[1], DOI:10.1371/journal.pone.0150045:Accordingly, and as EVOO phenolic compounds metabolism is still unknown, it is necessary to perform further in vitro studies where the intestinal absorption and biotransformation of biocompounds are considered.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
28356,biuret,Noun,Chemical compound with the chemical formula CHNO that is also known as carbamylurea and is an impurity in urea-based fertilizers.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
52126,bupicomide,Noun,A chemical compound used as a vasodilator.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
53937,butanoic acid,Noun,"The chemical compound with the formula CH3(CH2)2COOH, a short chain fatty acid; its glyceride is one of the principle components of the flavour of butter.", organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
14804,heptasulfate,Noun,A chemical compound containing seven sulfate ions," chemistry, in combination",(SO4)7,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
14834,heptazine,Noun,"A chemical compound consisting of a planar triangular core group, C6N7, or three fused triazine rings, with three substituents at the corners of the triangle.", chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
17336,hexafluorophosphoric acid,Noun,"The chemical compound HPF6, a strong Brnsted acid.", inorganic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
17594,hexasilicate,Noun,A chemical compound containing six silicate ions," chemistry, in combination",(SiO4)6,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
17615,hexasulfate,Noun,A chemical compound that has six sulfate ions, inorganic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
17641,hexavanadate,Noun,A chemical compound containing six vanadate ions," chemistry, in combination",(VO4)6,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
20315,histochemical,Noun,Any chemical compound or reagent used in histochemistry or histology,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
24676,eufod,Noun,"A chemical compound, chemical formula Eu(OCC(CH3)3CHCOCF2CF2CF3)3, used in NMR spectroscopy.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
17922,pentaethylacetophenone,Noun,"A chemical compound, C18H13O.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
19734,perfluorobutanesulfonic acid,Noun,"A chemical compound with a four-carbon fluorocarbon chain and a sulfonic acid functional group, used as a replacement for the persistent, toxic, and bioaccumulative perfluorooctanesulfonic acid.", chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
19771,perfluorotrihexylamine,Noun,"A chemical compound, C18F39N.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
25300,phenanthrenemethanol,Noun,A chemical compound used to treat malaria., organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
25564,phenosafranine,Noun,"The chemical compound C18H15ClN4, used in photography.", organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
25652,phenylalanylanhydride,Noun,"A chemical compound, C18H18N2O2.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
25777,phenylpiperazine,Noun,"A chemical compound featuring a phenyl group bound to a piperazine ring, many of whose derivatives are used as pharmaceuticals.", chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
25779,phenylpiperidine,Noun,A chemical compound with a phenyl moiety directly attached to piperidine., chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
27610,phosphoramidon,Noun,"A chemical compound derived from cultures of the bacterium Streptomyces tanashiensis, widely used as a biochemical tool.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
30950,phytocompound,Noun,Any chemical compound of plant origin,,"2015 December 4, Wild Edible Fruit of Prunus nepalensis Ser. (Steud), a Potential Source of Antioxidants, Ameliorates Iron Overload-Induced Hepatotoxicity and Liver Fibrosis in Mice, in PLOS ONE[1], DOI:10.1371/journal.pone.0144280:Phytochemical screening also indicated the presence of several bioactive phytocompounds and natural antioxidants that are responsible for its overall activity.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
35689,piperonylonitrile,Noun,A chemical compound containing piperonyl linked to a nitrile functional group., organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
39080,plastifier,Noun,A chemical compound added to a polymer in order to produce a softer plastic material.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
74327,pseudohalide,Noun,"A chemical compound that is not a halide, but which resembles a halide in its charge and reactivity.", chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
81814,pyrathiazine,Noun,"A chemical compound, C18H20N2S.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
82078,pyroboric acid,Noun,"The chemical compound H2B4O7, obtained by heating boric acid.", chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
1285,nanochemical,Noun,Any chemical compound associated with a nanomaterial, chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
7021,neopine,Noun,"A chemical compound, C18H21NO3.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
7125,neoruscogenin,Noun,A chemical compound found in the rhizome of butcher's broom., organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
13122,nitroblue tetrazolium,Noun,"A chemical compound composed of two tetrazole moieties, used in immunology for detection of alkaline phosphatase.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
15329,non-stoichiometric compound,Noun,Any chemical compound in which the number of atoms of each element is not expressible as the ratio of small integers; normally due to missing atoms in a solid state lattice., chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
15840,nonalcohol,Noun,A chemical compound that is not an alcohol.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
20374,nonhistone,Noun,A chemical compound that is not a histone.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
26747,nordoxepin,Noun,"A chemical compound, C18H19NO.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
506,vaginol,Noun,"A chemical compound, with formula C14H14O5, whose glucoside is apterin.", organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
1629,vanillin,Noun,"A chemical compound, 4-hydroxy-3-methoxybenzaldehyde, that is the primary constituent of vanilla.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
8275,vinylphenol,Noun,A chemical compound containing a ethenyl functional group attached to phenol., organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
2083,calcium silicate,Noun,"The chemical compound Ca2SiO4, used in roads, insulation, bricks, cements, etc",,and as an antacid and anticaking agent.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
6905,capsaicin,Noun,"A chemical compound found in chilli peppers, which is responsible for their pungent flavor.", organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
8250,carbovir,Noun,A chemical compound containing hydroxymethyl cyclopentene bound to guanosine which is active against some viruses, organic chemistry,"IUPAC name is 2-amino-9-[(1R,4S)-4-(hydroxymethyl)cyclopent-2-en-1-yl]-3H-purin-6-one",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
26971,chlorohydrate,Noun,A chemical compound having the general formula [] Cl(3n-m)(OH)m., inorganic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
27015,chloromethylsulfonyl,Noun,A chemical compound with the formula CH2ClO2S, chemistry,"2012, Ulrich Schirmer, Peter Jeschke, Matthias Witschel, Modern Crop Protection Compounds: Herbicides, Volume 1, John Wiley Sons, page 134 Further, compound 21, which was synthesized by substituting the methylsulfonyl group with a chloromethylsulfonyl group, showed a marked increase in herbicidal activity []",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
30010,chrysophanol,Noun,A chemical compound found in rhubarb., organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
31100,ciclosidomine,Noun,A chemical compound used in the hydrochloride form as a vasodilator.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
80281,cyanamide,Noun,"A chemical compound, NH2CN; a white crystalline solid, soluble in water, having many commercial applications including fertilizer", chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
83193,cytochemical,Noun,Any chemical compound that is found only in cells, biochemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
179,kaempferitrin,Noun,"A chemical compound, the 3,7-dirhamnoside of kaempferol, found in Onychium japonicum and in the leaves of Hedyotis verticillata.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
3187,ketocaine,Noun,"A chemical compound, C18H29NO2, used as an anaesthetic.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
3306,ketosphinganine,Noun,A chemical compound involved in the synthesis of sphingolipids., organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
3330,ketoxal,Noun,"A chemical compound, beta-ethoxy-alpha-ketobutyraldehyde.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
4460,sanggenon,Noun,A chemical compound found in mulberry root bark.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
21553,senecicannabine,Noun,"A chemical compound, C18H23NO7, isolated from Senecio cannabifolius.", organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
36640,silicon monoxide,Noun,A chemical compound with the formula SiO, inorganic chemistry,"In the atmosphere it oxidizes quickly into SiO, but has been detected in stellar objects and has been described as the most common oxide of silicon in the universe.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
36942,silsesquioxane,Noun,"Any chemical compound with the empirical chemical formula RSiO1.5, where R is either hydrogen or an alkyl, alkene, aryl or arylene group.", chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
39113,sisalagenin,Noun,A chemical compound found in Agave sisalana.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
51453,sodium diphenylphosphide,Noun,A chemical compound with the formula Ph2PNa, chemistry,"2003, W. L. F. Armarego, Purification of Laboratory Chemicals, Butterworth-Heinemann, page 536 Sodium diphenylphosphide (Ph2PNa) is readily prepared by adding Na to a solution of the diphosphine in dry Et2O or THF (exothermic!), whereby the colour becomes yellow and the orange Na salt separates.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
51496,sodium tartrate,Noun,"The chemical compound Na2C4H4O6, used as an emulsifier and binding agent in foods such as jellies, margarine, and sausage casings.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
52758,solid compound,Noun,A chemical compound that is solid.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
57501,sparsomycin,Noun,"A chemical compound, initially discovered as a metabolite of the fungus Streptomyces sparsogenes, that inhibits protein synthesis.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
57523,spartioidine,Noun,"A chemical compound, C18H23NO5.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
72380,stepholidine,Noun,"A chemical compound with antipsychotic activity, found in the herb Stephania intermedia.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
73142,steroid,Noun,Any chemical compound used to enhance athletic performance.," sports, US",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
88691,sulfonphthalein,Noun,"Any chemical compound, analogous to a phthalein, formed by the condensation of o-sulfobenzoic acid with a phenol.", chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
100555,synergist,Noun,A chemical compound that increases the chemical activity of another compound when used with it.," chemistry, by extension",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
8532,ferric oxide,Noun,"The chemical compound Fe2O3, iron oxide where iron has a valence of +3", chemistry,IUPAC has deprecated this term in favor of iron(III) oxide.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
8830,ferrous oxide,Noun,"The chemical compound FeO, iron oxide where iron has a valence of +2", chemistry,IUPAC has deprecated this term in favor of iron(II) oxide.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
8954,fertilizer,Noun,A chemical compound created to have the same effect.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
11574,filenadol,Noun,A chemical compound with antipain properties.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
21094,fluorochemical,Noun,Any chemical compound (especially an organic compound) containing fluorine,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
21334,fluorotriphenylsilane,Noun,"A chemical compound, C18H15FSi.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
27390,formylmethanofuran,Noun,A chemical compound formed from methanofuran during an early stage of methanogenesis., organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
33600,fructosamine,Noun,A chemical compound that can be considered the result of a reaction between fructose and ammonia or an amine (with a molecule of water being released)., organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
36410,furanochromone,Noun,"A chemical compound that is a derivative of chromone (1,4-benzopyrone) and furan.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
5433,maleylacetoacetic acid,Noun,A chemical compound formed from the oxidation of homogentisic acid oxidase and isomerized into fumarylacetoacetic acid., organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
17354,melicopicine,Noun,"A chemical compound, C18H19NO5.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
18338,menazon,Noun,A chemical compound (C6H12N5O2PS2) used as an organophosphate insecticide., chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
19271,mercurial,Noun,A chemical compound containing mercury., chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
23240,methanethiosulfonate,Noun,A chemical compound with molecular formula C10H18NO3S2, chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
23529,methoxypromazine,Noun,"A chemical compound, C18H22N2OS.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
23566,methyl methyacrylate,Noun,"A chemical compound C5O2H8, mostly used as a monomer for the production of the transparent plastic polymethyl methacrylate (PMMA).", chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
39350,molecular compound,Noun,"A chemical compound composed of discrete molecules [1], Lumen: In nomenclature of simple molecular compounds, the more electropositive atom is written first and the more electronegative element is written last with an -ide suffix.", chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
44526,morphan,Noun,"A chemical compound, the base of the benzomorphan family of drugs.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
44779,morphostat,Noun,Any biochemical compound responsible for the maintenance of normal tissue microarchitecture., biochemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
218,xanthorhamnin,Noun,A chemical compound found in buckthorn berries (Rhamnus cathartica), organic chemistry,The aglycone of xanthorhamnin is rhamnetin.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
368,xenochemical,Noun,"A chemical compound from a ""foreign"" organism",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
687,xenyhexenic acid,Noun,A chemical compound with chemical formula C18H18O2.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
27237,restrainer,Noun,"A chemical compound (such as potassium bromide), added to a developer to prevent fogging", photography,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
28077,retenequinone,Noun,"A chemical compound, C18H16O2.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
30982,reviver,Noun,A chemical compound for making something (such as clothes or a varnished surface) look new again.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
33771,riddelliine,Noun,"A chemical compound, C18H23NO6.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
35595,ripener,Noun,Any chemical compound used to promote ripening.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
36950,robinin,Noun,A chemical compound found in the locust Robinia pseudoacacia.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
44372,ruscogenin,Noun,A chemical compound found in the rhizome of butcher's broom., organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
15184,glutaurine,Noun,A chemical compound which is an amide formed from glutamic acid and taurine.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
4140,larazotide,Noun,A chemical compound that inhibits the release of zonulin.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
5976,acetoacetylaminobenzene,Noun,A chemical compound composed of the acetoacetyl functional group connected to the nitrogen atom of aniline., organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
15890,agrochemical,Noun,"A chemical compound, such as a hormone, fungicide, or insecticide, that improves the production of crops.", chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
18698,alfetamine,Noun,"A chemical compound of the phenethylamine family, once investigated as a possible antidepressant.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
19365,alkalide,Noun,A chemical compound in which alkali metals are anions (i.e, chemistry,they bear a negative charge).,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
19505,alkanolamine,Noun,A chemical compound that contains both hydroxyl and amino functional groups on an alkane backbone.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
22666,aluminium silicate,Noun,"A chemical compound composed of aluminium, silicon and oxygen, chemical formula Al2SiO5, found in minerals and clays in several forms and used commercially as food additive E559 as an anti-caking agent",,"2004, Richard Fortey, The Earth, Folio Society 2011, p. 176: One of the most famous diagrams in geology is a profoundly simple one that shows the different conditions required to grow one of three mineral varieties of aluminium silicate.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
24499,aminoketone,Noun,Any chemical compound containing both a ketone group and an amine,,The drug bupropion is an aminoketone.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
25550,amphiphile,Noun,A chemical compound which has both hydrophilic and hydrophobic properties, chemistry,Many such compounds are used as surfactants.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
35625,antiozonant,Noun,Any chemical compound that prevents or slows down the degradation of material by ozone gas in the air,,"Antiozonants are used as additives to plastics and rubber, especially in tyre manufacturing.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
38565,apiin,Noun,"A chemical compound isolated from parsley and celery, and whose aglycone is apigenin.", organic chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
49131,astragalin,Noun,"A chemical compound, a 3-O-glucoside of kaempferol, found in Phytolacca americana, the American pokeweed.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,True,False,False
